id	sev	family	tier	verdict	self_verifying	evidence_at_head	remaining	fix_location
S2-C103	MEDIUM	COMPLIANCE	documentation	STILL_OPEN	YES	"docs/records/upload-kit/00_READ_ME_FIRST.md:18-20 still reads, with no provenance marker of any kind: '**3. ""Publish"" does not mean publish.** The portal has a green **Publish Game** button. On this platform that means *make my uploads runnable so I can test them*. It does not put anything in front of players.' `grep -n ""REPORTED|COMPLIANCE_WATCH|frame|owner's observation"" docs/records/upload-kit/00_READ_ME_FIRST.md` returns only unrelated hits at :581, :716, :1063 (all about screen frames in later sections, none at :18-21). By contrast the same file already carries an in-place dated correction at :33 ('Corrected 2026-07-31: ...'), so the convention exists in the file but has not been applied to :18. Supporting material for the fix does exist at HEAD: reports/screens/live-portal-2026-07-28/ contains frames (071744_frame.png onward) and COMPLIANCE_WATCH.md:62-63 is present."	Add the provenance marker at :18 — either an inline citation to a committed owner frame in reports/screens/live-portal-2026-07-28/ showing the post-Publish state (with frame number and date), or the REPORTED marker per CLAUDE.md rule 16 naming the owner's observation and the auth-walled submission-checklist page with the COMPLIANCE_WATCH.md:62-63 pointer. The guidance text itself is unchanged either way.	docs/records/upload-kit/00_READ_ME_FIRST.md:18
S2-C106	MEDIUM	COMPLIANCE	documentation	STILL_OPEN	YES	"SUBMISSION_DOSSIER.md:34 (row 10 of the DOSSIER INVENTORY at :22-37) still reads in part: 'maths independently VERIFIED + CI-gated (scripts/validate_math.py, reports/archive/superseded/MATH_VALIDATION.md); ... live docs refreshed 2026-07-04.' Neither edit has been made: the superseded citation is intact, the date is still 2026-07-04, and `grep -n ""CHECK:"" SUBMISSION_DOSSIER.md` returns only :289 and :290 (publish_files counts) — there is no CHECK anchor on :34. The successor evidence the row wants cited does exist elsewhere in the file (tools/verify_books_lookup_equality.py is cited at SUBMISSION_DOSSIER.md:519, near the recorded :497-501 which has drifted), and docs/stake-engine-live/2026-07-29/ exists in the tree, so both halves of the fix are actionable."	(a) In the :34 cell, replace the reports/archive/superseded/MATH_VALIDATION.md citation with tools/verify_books_lookup_equality.py and the 500,000-round / 4,455,829-assertion equality proof (now around SUBMISSION_DOSSIER.md:519, was :497-501), matching the S2-C082 cell. (b) Change 'live docs refreshed 2026-07-04' to docs/stake-engine-live/2026-07-29/ and add `<!--CHECK: exists docs/stake-engine-live/2026-07-29/*-->`.	SUBMISSION_DOSSIER.md:34
S2-C108	MEDIUM	COMPLIANCE	documentation	STILL_OPEN	YES	Both halves are unamended. reports/qa/math_bet_level_compliance_2026-07-25.md:3-6 still reads: 'Two-computer verification. Fable pre-computed every figure independently from the shipped lookup tables. This document is the second computer: figures below were produced by `scripts/qa/bet_level_compliance.py`, written for this pass without reference to Fable's working, then reconciled.' — no 'two independent IMPLEMENTATIONS over one shared input' restatement and no 'does not corroborate the tables' caveat, even though :8-9 of the same file names the single shared input (`lookUpTable_<mode>_0.csv`, the frozen publish set). WRS_MASTER_DOCUMENT.md:53 still reads '... Independently recomputed from the shipped tables in `reports/qa/math_bet_level_compliance_2026-07-25.md`', unqualified. The books-recomputation successor is not named in either place, and no reference to REVIEW_TRACKER.md:291 / TR-	Restate reports/qa/math_bet_level_compliance_2026-07-25.md:3-6 and WRS_MASTER_DOCUMENT.md:53 as two independent implementations over one shared input (agreement confirms arithmetic, not the tables, per CLAUDE.md l.4); name recomputation from `books_<mode>.jsonl.zst` as the genuinely independent second input, cross-referencing REVIEW_TRACKER.md:291 (TR-110); and delete or correct the `:36` half of the anchor.	reports/qa/math_bet_level_compliance_2026-07-25.md:3-6 and WRS_MASTER_DOCUMENT.md:53
S2-C110	MEDIUM	COMPLIANCE	component_or_code	STILL_OPEN	YES	"frontend/src/lib/stores/betLadder.ts:105-112 is unchanged prose. The parenthetical the row asks to replace is still there verbatim at :108-110: ""every value the panel can offer came out of `activeBetLevels`, which is the authenticate response's own `betLevels` (or the built-in ladder in mock and dev), so a selection is by construction a value the platform authorised."" Line 106-107 still asserts ""That refusal is what makes the platform's `minStep` hold without this module ever reading `minStep`"" with no qualification that minStep is NOT guaranteed when rgsBetLevels is empty. `grep -n ""S2-C061\|S2-C064\|game_metadata\|ReplayMode\|minStep\|rgsBetLevels"" frontend/src/lib/stores/betLadder.ts` returns only :8, :33, :39 (rgsBetLevels import and derived) and :106, :107 (the two original minStep mentions) - no game_metadata.json reference, no ReplayMode.svelte:146 qualification of the line 105 ""o"	Both prose edits at betLadder.ts:105-112: replace the :109-110 parenthetical with the empty-rgsBetLevels fallback condition (citing rgsService.ts:568 and game_metadata.json:20, and stating minStep is not guaranteed in that case), and qualify the :105 sole-setter claim against ReplayMode.svelte:146, cross-referencing S2-C061/S2-C064 rather than restating them. New prose must carry no em or en dashes.	frontend/src/lib/stores/betLadder.ts:105-112
S2-C113	MEDIUM	COMPLIANCE	gate_or_ci	STILL_OPEN	YES	"scripts/qa/delivery_set_gate.mjs:282-293 still holds ONLY the negative/sibling check. Lines 282-284 comment: ""REQ-171: the PROVIDER logo, not the game logo or the tile. Checked by hash against the other delivered files, because 'is it the right artwork' is otherwise a judgement."" The body at :286-293 hashes files[logoName] and compares it against every OTHER file in the delivery walk; there is no comparison against any adopted master. `grep -n ""master_1024|provider_mark|logo_future_spinner|ADOPTED_MASTER|MASTER"" scripts/qa/delivery_set_gate.mjs` returns NOTHING, and a repo-wide `grep -rn ""master_1024"" --include=""*.mjs"" --include=""*.py"" --include=""*.yml"" .` hits only frontend/scripts/provider_logo_derivation.mjs:101, frontend/scripts/tile_delivery_build.mjs:95, frontend/scripts/provider_mark_derive.mjs:89 and tools/brand/* — never the gate. The gate's only file source is DELIVERY_DIR = 'd"	Add the positive assertion sha256(delivery WeRollSpinners-Logo.png) == sha256(design-system/brand/provider_mark/provider_mark_f-owner-transparent_master_1024.png) beside the REQ-171 sibling check at :286-293 (the gate must be taught to read outside DELIVERY_DIR to do it), keep the sibling check, and add a seed beside SEED 7 at :413-417 that copies frontend/public/assets/ui/logo_future_spinner.png into the logo slot.	scripts/qa/delivery_set_gate.mjs:286-294
S2-C116	MEDIUM	COMPLIANCE	other	STILL_OPEN	YES	frontend/scripts/round_logic_currency_gate.mjs does not exist (`ls frontend/scripts/ | grep -iE 'round_logic'` empty; `find . -name '*round_logic*'` empty). No step in .github/workflows/checks.yml references it or roundInterpreter at all: `grep -n 'roundInterpreter|round_logic' .github/workflows/checks.yml` returns nothing, and the only 'interpreter' hits are prose comments at :638 and :896. The recorded insertion region :558-600 holds Gate 12 (currency static assertions, :565-567), Gate 12b (currency table self-test and run, :590-596) and the start of Gate 12c; no round-logic step sits beside them. The defect condition itself is currently absent from the interpreter: `grep -n 'currenc|Currenc' frontend/src/lib/services/roundInterpreter.ts` returns zero hits in the 14,279-byte file. So the code is clean and the row's own framing holds, that this is about converting an unbacked reading in	The whole row. New file frontend/scripts/round_logic_currency_gate.mjs asserting no utils/currency import, no currencyCode reference and no /currenc/i identifier across roundInterpreter.ts and the other round-shaping modules, the seeded self-test planting a currencyCode-conditional branch inside the interpreter, and a named step in checks.yml beside the currency gates so a red check names it.	A new frontend/scripts/round_logic_currency_gate.mjs, plus one step in .github/workflows/checks.yml near the existing currency steps at :546-581
S2-C118	MEDIUM	COMPLIANCE	gate_or_ci	STILL_OPEN	YES	"frontend/vite.config.ts:301 still carries the bare convention `base: './',` (inside defineConfig opened at :299). frontend/scripts/dist_hygiene_gate.mjs:83 still holds only the existence check: `if (!existsSync(join(DIST, 'index.html'))) {` followed by ""dist/ is absent. Run `npm run build` first."" No attribute assertion follows. `grep -n ""relative|starts with|startsWith|base|index.html|SEED"" frontend/scripts/dist_hygiene_gate.mjs` returns only the import of `relative` from node:path (:34), the existsSync line (:83), `relative(DIST, f)` path formatting (:89, :184), base64 data-URI rules (:153-202), and the doc/brand/touch seed blocks (:192-324) - nothing reads src= or href= out of index.html. `grep -rn ""'\./'"" --include=""*.mjs"" frontend/scripts scripts` returns no hits. No other gate covers it: frontend/scripts/asset_reference_gate.mjs (header :1-38) checks that referenced asset paths EXI"	Add, next to the existsSync check at frontend/scripts/dist_hygiene_gate.mjs:83, an assertion that every src= and href= in dist/index.html begins with './', naming the offending attribute on failure; plus a convention (p) seed that builds with base: '/' (a real Vite output, not a patched HTML string) and proves the gate goes RED, ideally serving dist under a path prefix so the actual 404 is observed.	"frontend/scripts/dist_hygiene_gate.mjs, beside the existing index.html check at :83; already wired as ""dist hygiene, no documentation ships"" at .github/workflows/checks.yml:708-710"
S2-C122	MEDIUM	COMPLIANCE	gate_or_ci	STILL_OPEN	YES	"scripts/validate_math.py:55 is still `MIN_ROWS = 100_000 # 100k-1M simulations` with no MAX_EVENTS_PER_MODE or MAX_EVENTS_FILE_BYTES beside it; :56-58 are MIN_UNIQUE_PAYOUTS, MAX_ZERO_RATE and MAX_WIN_ACHIEVABLE_ONE_IN. `grep -n ""MIN_ROWS|MAX_EVENTS|getsize|MAX_EVENTS_FILE_BYTES"" scripts/validate_math.py` returns exactly two lines: :55 (the constant) and :162 (`check(r[""rows""] >= MIN_ROWS, ...)`) - no os.path.getsize call, no event-count check, no file-size check. A wider `grep -rn ""10_000_000|4_200_000_000|4200000000|4.2GB"" --include=""*.py"" --include=""*.mjs"" scripts frontend/scripts` finds the caps nowhere as an enforced limit; the only 10_000_000 in validate_math.py is :58 MAX_WIN_ACHIEVABLE_ONE_IN, an unrelated max-win frequency. The doc side is also unchanged: WRS_MASTER_DOCUMENT.md:52 still reads limit ""No events file over **4.2GB**; no mode over **10,000,000 events**"" against ""Our "	"Add MAX_EVENTS_PER_MODE = 10_000_000 and MAX_EVENTS_FILE_BYTES = 4_200_000_000 beside MIN_ROWS at scripts/validate_math.py:55, cite WRS_MASTER_DOCUMENT.md:52 and its dated capture in the comment, add an os.path.getsize check per books_<mode>.jsonl.zst and an EVENT-count check summing per-round events array lengths during the existing stream, ship a seeded self-test planting an oversized file and an over-count mode, and correct the ""Our position"" cell at WRS_MASTER_DOCUMENT.md:52 to state the measured EVENT total rather than 100,000 rounds."	scripts/validate_math.py:55-58
S2-C217	LOW	COMPLIANCE	documentation	STILL_OPEN	YES	"Read at HEAD (563c695, not df04d8c as the brief stated; working tree clean apart from this untracked shard dir). docs/stake-engine-live/2026-07-26/published-tile-geometry.md:48 still reads verbatim: ""**408x546 is the platform's published tile geometry**, at 93.1% of the decoded sample."" No occurrence of ""de facto""/""DE FACTO"" anywhere in the file (grep -n 'published tile geometry|de facto|DE FACTO|408x546' returns only :41 the table row, :48 the claim above, :68 the master-file line). The asked-for replacement sentence (""...DE FACTO tile geometry of published games, 81 of 87 decoded assets (93.1%) in an even 120-game sample. The platform states no dimension anywhere; this is measured, not published."") is absent. The three mirror sites still carry the same authority word: - design-system/brand/delivery/README.md:43-44: ""That is the platform's own published tile geometry, measured across a "	All four wording sites (published-tile-geometry.md:48, design-system/brand/delivery/README.md:43, CLAUDE.md:351, WRS_MASTER_DOCUMENT.md:100), the front-matter note at published-tile-geometry.md:1-6, and the 26-file sweep. Nothing from this row has been done.	docs/stake-engine-live/2026-07-26/published-tile-geometry.md:48
S2-C218	LOW	COMPLIANCE	component_or_code	STILL_OPEN	YES	Both catch clauses at HEAD are still code-first, the opposite of the asked-for order. frontend/src/lib/utils/currency.ts:385-388 reads `} catch {` / `// Unknown or unsupported currency code - plain fallback` / `return `${code} ${amount.toFixed(decimals)}`` - the row asks for `return `${amount.toFixed(decimals)} ${code}``. frontend/src/lib/utils/currency.ts:495-497 reads `} catch {` / `return `${code} ${amount.toLocaleString(localeTag, compact)}`` - the row asks for `return `${amount.toLocaleString(localeTag, compact)} ${code}``. The platform reference the row cites, in the dated mirror at docs/stake-engine-live/2026-07-29/rgs.md:271-275, is `const formattedAmount = balance.amount.toFixed(meta.decimals); if (meta.symbolAfter) { return `${formattedAmount} ${meta.symbol}`;` i.e. amount then symbol with one space. The Intl clauses at :377-384 and :488-494 are also both still present, but the	The two one-line flips at currency.ts:387 and currency.ts:496. The parked half (removing the Intl clauses at :377-384 and :488-494) stays parked with its recorded reason about currency_table_gate.mjs check E.	frontend/src/lib/utils/currency.ts:387 and frontend/src/lib/utils/currency.ts:496
